From,To,Group,ratioScore
ADRB2,Neutrophils,C5,1.6557377049180328
ADRB2,Neutrophils,C6,1.0606060606060606
ADRB2,T_cells_CD4,C1,1.0928196147110332
ADRB2,T_cells_CD4,C2,1.0566666666666666
ADRB2,T_cells_CD4,C3,2.2516339869281046
ADRB2,T_cells_CD4,C4,-1.0431372549019609
ADRB2,T_cells_CD4,C5,-1.4807692307692308
ADRB2,T_cells_CD4,C6,1.0714285714285714
ADRB2,T_cells_CD8,C1,-1.0391061452513966
ADRB2,T_cells_CD8,C2,1.1932624113475176
ADRB2,T_cells_CD8,C3,1.1226415094339623
ADRB2,T_cells_CD8,C4,1.0486111111111112
ADRB2,T_cells_CD8,C5,-7.333333333333334
ADRB2,T_cells_CD8,C6,-1.2413793103448276
AGRN,ATP1A3,C1,-1.3012048192771084
AGRN,ATP1A3,C2,-1.481042654028436
AGRN,ATP1A3,C3,-1.6165919282511212
AGRN,ATP1A3,C4,-1.3741258741258742
AGRN,ATP1A3,C5,-22.333333333333336
AGRN,ATP1A3,C6,1.4444444444444444
AGRN,LRP4,C1,-1.3652561247216037
AGRN,LRP4,C2,-1.1980392156862745
AGRN,LRP4,C3,3.087336244541485
AGRN,LRP4,C4,1.2686567164179106
AGRN,LRP4,C5,-13.63157894736842
AGRN,LRP4,C6,-1.1891891891891893
AGRN,MUSK,C1,1.1483253588516746
AGRN,MUSK,C2,-1.0130111524163568
AGRN,MUSK,C3,-1.4727272727272727
AGRN,MUSK,C4,1.361904761904762
AGRN,MUSK,C5,-1.4722222222222223
AGRN,MUSK,C6,1.2432432432432432
AGRP,MC3R,C1,-1.0678851174934725
AGRP,MC3R,C2,1.006993006993007
AGRP,MC3R,C3,-1.0714285714285714
AGRP,MC3R,C4,1.1646090534979423
AGRP,MC3R,C5,1.25
AGRP,MC3R,C6,-1.0625
AGRP,MC4R,C1,1.361413043478261
AGRP,MC4R,C2,1.3149425287356322
AGRP,MC4R,C3,1.3594771241830066
AGRP,MC4R,C4,1.206896551724138
AGRP,MC4R,C5,1.2258064516129032
AGRP,MC4R,C6,1.9310344827586208
AGRP,MC5R,C1,1.1985294117647058
AGRP,MC5R,C2,1.1047430830039526
AGRP,MC5R,C3,1.0637860082304527
AGRP,MC5R,C4,1.0462633451957295
AGRP,MC5R,C5,1.4204545454545454
AGRP,MC5R,C6,2.225806451612903
AGRP,SDC3,C1,1.4818401937046004
AGRP,SDC3,C2,1.4407158836689038
AGRP,SDC3,C3,1.4556650246305418
AGRP,SDC3,C4,1.3402061855670102
AGRP,SDC3,C5,1.306930693069307
AGRP,SDC3,C6,1.457142857142857
AGT,AGTR1,C1,1.6508379888268156
AGT,AGTR1,C2,3.849557522123894
AGT,AGTR1,C3,2.7697594501718212
